px,pz,theta,vx,vz,theta_dot
-1.499981178955613448e+00,9.997647951044986991e-02,-4.103861564764233957e-03,1.083065592894953645e-03,3.798085473678261634e-03,-1.737724024133730505e-01
-1.499980095890020459e+00,9.998027759592355290e-02,-4.277633967177607403e-03,1.120972976908593110e-03,3.225037209785675853e-03,-1.092046838190937758e-01
-1.499978974917043573e+00,9.998350263313333930e-02,-4.386838650996701533e-03,1.163741017835193212e-03,3.413036196078238649e-03,2.215588698019472225e-01
-1.499977811176025799e+00,9.998691566932942087e-02,-4.165279781194753880e-03,1.204356782115483882e-03,2.861526642120838359e-03,1.029549272502953694e-01
-1.499976606819243719e+00,9.998977719597154645e-02,-4.062324853944458518e-03,1.242689121216507047e-03,2.254297987952221059e-03,4.793474025174694619e-02
-1.499975364130122557e+00,9.999203149395949342e-02,-4.014390113692711988e-03,1.280076488146092775e-03,1.647688315437220198e-03,-3.574781422041706236e-03
-1.499974084053634416e+00,9.999367918227493324e-02,-4.017964895114753757e-03,1.317049988340778183e-03,1.047879785119960406e-03,-6.433387868164308632e-02
-1.499972767003646013e+00,9.999472706206005701e-02,-4.082298773796396579e-03,1.354484774210231498e-03,5.546820461769252659e-04,-2.143006327144000023e-01
-1.499971412518871894e+00,9.999528174410624026e-02,-4.296599406510796283e-03,1.392157750175285593e-03,-2.699617316240731594e-05,-1.653943890026452479e-01
-1.499970020361121703e+00,9.999525474793308222e-02,-4.461993795513441614e-03,1.431908223114394113e-03,-5.854405660684525343e-04,-9.457095165706443096e-02
-1.499968588452898599e+00,9.999466930736701509e-02,-4.556564747170505948e-03,1.742633857453544741e-03,5.924239096335019022e-02,-2.235723993687324551e+00
-1.499966845819041161e+00,1.000539116983303611e-01,-6.792288740857830437e-03,1.784884826150860216e-03,5.870487552846049423e-02,-2.055587922857269323e+00
-1.499965060934215000e+00,1.001126165738588231e-01,-8.847876663715099552e-03,1.847892810524024917e-03,5.817113244455369286e-02,-1.877348050882307939e+00
-1.499963213041404453e+00,1.001707877063033741e-01,-1.072522471459740750e-02,1.929971585821140890e-03,5.763755395922501301e-02,-1.702322691882258265e+00
-1.499961283069818574e+00,1.002284252602625991e-01,-1.242754740647966649e-02,2.029464770582595917e-03,5.710375771854384053e-02,-1.530389463856179244e+00
-1.499959253605047893e+00,1.002855290179811426e-01,-1.395793687033584571e-02,2.144771143538898393e-03,5.657156877817084289e-02,-1.360443015208192996e+00
-1.499957108833904318e+00,1.003421005867593113e-01,-1.531837988554403916e-02,2.274344584825905343e-03,5.604410298857821771e-02,-1.190823845068268438e+00
-1.499954834489319433e+00,1.003981446897478924e-01,-1.650920373061230684e-02,2.416675611139017937e-03,5.552489577559899941e-02,-1.019761680472776932e+00
-1.499952417813708250e+00,1.004536695855234862e-01,-1.752896541108508316e-02,2.570232355088066575e-03,5.501533178546851033e-02,-8.465342130867258286e-01
-1.499949847581353080e+00,1.005086849173089519e-01,-1.837549962417180799e-02,2.733231408249096449e-03,5.450321984573449491e-02,-6.761881051258875619e-01
-1.499947114349944766e+00,1.005631881371546882e-01,-1.905168772929769633e-02,2.903146096301428315e-03,5.393898549507843143e-02,-5.311850539604900945e-01
-1.499944211203848354e+00,1.006171271226497660e-01,-1.958287278325818517e-02,3.077804455714958781e-03,5.329548190498444027e-02,-4.334738695821300780e-01
-1.499941133399392612e+00,1.006704226045547490e-01,-2.001634665284031389e-02,3.256633172340157867e-03,5.261620845415324738e-02,-3.666179902480319885e-01
-1.499937876766220368e+00,1.007230388130088972e-01,-2.038296464308834641e-02,3.439185416028676771e-03,5.192514839356188877e-02,-3.142419314535330743e-01
-1.499934437580804358e+00,1.007749639614024528e-01,-2.069720657454187859e-02,3.625006464347766029e-03,5.123037362193264693e-02,-2.685532306662692381e-01
-1.499930812574340022e+00,1.008261943350243911e-01,-2.096575980520814717e-02,3.813695835175469340e-03,5.053573062188600196e-02,-2.249072921347895493e-01
-1.499926998878504891e+00,1.008767300656462779e-01,-2.119066709734293563e-02,4.004913726029960680e-03,4.984487890784415620e-02,-1.786726189945706533e-01
-1.499922993964778906e+00,1.009265749445541205e-01,-2.136933971633750776e-02,4.198463547606199470e-03,4.916724123511726635e-02,-1.200356395017042194e-01
-1.499918795501231195e+00,1.009757421857892384e-01,-2.148937535583921032e-02,4.396930915032423379e-03,4.864330992918194235e-02,2.948647310207731798e-02
-1.499914398570316054e+00,1.010243854957184190e-01,-2.145988888273713327e-02,4.592647864480612144e-03,4.793952257417711388e-02,-2.459359673586109657e-02
-1.499909805922451600e+00,1.010723250182925942e-01,-2.148448247947299522e-02,4.788536622472461951e-03,4.725625605646616850e-02,-1.041182291720270936e-01
-1.499905017385829042e+00,1.011195812743490574e-01,-2.158860070864502059e-02,4.999297222753136885e-03,4.725464551375269107e-02,1.978516983391601369e-01
-1.499900018088606179e+00,1.011668359198628075e-01,-2.139074901030586090e-02,5.196580947394325439e-03,4.658155425376808018e-02,1.047222013047052064e-01
-1.499894821507658849e+00,1.012134174741165793e-01,-2.128602680900115729e-02,5.391467978091831967e-03,4.588097371625574072e-02,4.972924017110586653e-02
-1.499889430039680782e+00,1.012592984478328378e-01,-2.123629756883005024e-02,5.585417610171123336e-03,4.518119143806661325e-02,-2.098564414778444909e-03
-1.499883844622070583e+00,1.013044796392709029e-01,-2.123839613324482803e-02,5.779109639354063771e-03,4.449062059378911665e-02,-6.582402533850474635e-02
-1.499878065512431302e+00,1.013489702598646958e-01,-2.130422015858333268e-02,5.977705974175641888e-03,4.403003061656064754e-02,-2.675640260899893041e-01
-1.499872087806457088e+00,1.013930002904812611e-01,-2.157178418467332187e-02,6.172228943185149863e-03,4.334937387833899536e-02,-2.238788411801811429e-01
-1.499865915577513809e+00,1.014363496643596041e-01,-2.179566302585350321e-02,6.369278871586566727e-03,4.267257123337706015e-02,-1.774706813515993797e-01
-1.499859546298642154e+00,1.014790222355929777e-01,-2.197313370720510237e-02,6.568669910544663176e-03,4.200932047835408828e-02,-1.182216201819216717e-01
-1.499852977628731709e+00,1.015210315560713256e-01,-2.209135532738702376e-02,6.773483930207775672e-03,4.151893135669845053e-02,4.024653580321568835e-02
-1.499846204144801520e+00,1.015625504874280299e-01,-2.205110879158380874e-02,6.974977449568141655e-03,4.082836912544833552e-02,-1.239797065388943687e-02
-1.499839229167351906e+00,1.016033788565534751e-01,-2.206350676223769666e-02,7.176390760321887420e-03,4.015081982278372735e-02,-8.205623427572666939e-02
-1.499832052776591595e+00,1.016435296763762569e-01,-2.214556299651342444e-02,7.442519367469904203e-03,4.240079854511524110e-02,-7.392232398488352008e-01
-1.499824610257224133e+00,1.016859304749213738e-01,-2.288478623636226034e-02,7.648364489494737656e-03,4.188437443477555783e-02,-5.805726632875370941e-01
-1.499816961892734613e+00,1.017278148493561546e-01,-2.346535889964979776e-02,7.859269805798034525e-03,4.128872736151276840e-02,-4.650180337137497233e-01
-1.499809102622928769e+00,1.017691035767176733e-01,-2.393037693336354590e-02,8.074303891441697925e-03,4.064094037254005476e-02,-3.889161448303430912e-01
-1.499801028319037277e+00,1.018097445170902116e-01,-2.431929307819388764e-02,8.293178905530891598e-03,3.997551977331697398e-02,-3.321953025732120035e-01
-1.499792735140131672e+00,1.018497200368635308e-01,-2.465148838076710106e-02,8.515470245834029159e-03,3.930425233235106813e-02,-2.845422181721706245e-01
-1.499784219669885843e+00,1.018890242891958842e-01,-2.493603059893927110e-02,8.740771267857820603e-03,3.863184997059009723e-02,-2.405446471279628073e-01
-1.499775478898617953e+00,1.019276561391664754e-01,-2.517657524606723221e-02,8.968727886647242728e-03,3.796161131675529488e-02,-1.958916566654680114e-01
-1.499766510170731371e+00,1.019656177504832256e-01,-2.537246690273270086e-02,9.199082474343540927e-03,3.729923813017523709e-02,-1.438759501019787335e-01
-1.499757311088256939e+00,1.020029169886133985e-01,-2.551634285283467876e-02,9.432286130313712741e-03,3.667847511527132925e-02,-5.718795610670293628e-02
-1.499747878802126566e+00,1.020395954637286634e-01,-2.557353080894138320e-02,9.668460706460419926e-03,3.612228232452375370e-02,-2.106737428452919170e-01
-1.499738210341420075e+00,1.020757177460531878e-01,-2.578420455178667345e-02,9.902456063214807105e-03,3.546019173378241185e-02,-1.622070566415118043e-01
-1.499728307885356937e+00,1.021111779377869705e-01,-2.594641160842818539e-02,1.013891976817333021e-02,3.481903383699078147e-02,-9.423882416270266960e-02
-1.499718168965588738e+00,1.021459969716239646e-01,-2.604065043259088871e-02,1.047522241442491731e-02,3.796755695765081234e-02,6.235117823338751641e-01
-1.499707693743174364e+00,1.021839645285816112e-01,-2.541713865025701374e-02,1.079081632926164047e-02,4.027409667526818393e-02,6.267122854487272576e-03
-1.499696902926845210e+00,1.022242386252568830e-01,-2.541087152740252597e-02,1.102282542939735620e-02,3.959018830541272127e-02,-5.456714528844931050e-02
-1.499685880101415902e+00,1.022638288135623019e-01,-2.546543867269097580e-02,1.125740509840508774e-02,3.900967011394328859e-02,-1.981311958562477216e-01
-1.499674622696317572e+00,1.023028384836762450e-01,-2.566356986854722438e-02,1.149032000708010738e-02,3.834400734447302589e-02,-1.467953203120499484e-01
-1.499663132376310548e+00,1.023411824910207130e-01,-2.581036518885927375e-02,1.172598602281024749e-02,3.771489202422993736e-02,-6.431528170225356278e-02
-1.499651406390287711e+00,1.023788973830449395e-01,-2.587468047056152784e-02,1.196759959937224171e-02,3.726391969033717583e-02,-2.650007557310460338e-01
-1.499639438790688395e+00,1.024161613027352730e-01,-2.613968122629257290e-02,1.220416680940543050e-02,3.659468624402899273e-02,-2.212334965482533056e-01
-1.499627234623879035e+00,1.024527559889793077e-01,-2.636091472284082457e-02,1.244326109432563471e-02,3.592939707741062139e-02,-1.745522223257749417e-01
-1.499614791362784638e+00,1.024886853860567243e-01,-2.653546694516659837e-02,1.268475021017621308e-02,3.527815272165493732e-02,-1.143836060579852543e-01
-1.499602106612574426e+00,1.025239635387783788e-01,-2.664985055122458257e-02,1.293333658188808646e-02,3.483403362722623658e-02,5.888907367926698999e-02
-1.499589173275992504e+00,1.025587975724056022e-01,-2.659096147754531556e-02,1.317672959559523620e-02,3.415486871736742036e-02,7.155584286475377698e-03
-1.499575996546396839e+00,1.025929524411229726e-01,-2.658380589325884044e-02,1.341977769318104981e-02,3.348296665099859820e-02,-5.345694608054001734e-02
-1.499562576768703748e+00,1.026264354077739693e-01,-2.663726283933938108e-02,1.366533678938350142e-02,3.290795915088573498e-02,-1.935126925979082368e-01
-1.499548911431914267e+00,1.026593433669248517e-01,-2.683077553193729051e-02,1.390931751790581289e-02,3.225516956929898316e-02,-1.408841439967314924e-01
-1.499535002114396276e+00,1.026915985364941497e-01,-2.697165967593402255e-02,1.415630384088976089e-02,3.164829722923596933e-02,-5.055212703406847252e-02
-1.499520845810555336e+00,1.027232468337233862e-01,-2.702221180296809216e-02,1.440508801466026077e-02,3.105997087199116602e-02,-1.805581794301099052e-01
-1.499506440722540690e+00,1.027543068045953800e-01,-2.720276998239820263e-02,1.465281356628552606e-02,3.041521811755842908e-02,-1.232354899115290781e-01
-1.499491787908974416e+00,1.027847220227129377e-01,-2.732600547230973342e-02,1.490523477950887569e-02,2.988217583908840680e-02,7.932116990829574110e-03
-1.499476882674194878e+00,1.028146041985520259e-01,-2.731807335531890452e-02,1.515523409641110313e-02,2.921866775304217401e-02,-5.246053381931990028e-02
-1.499461727440098535e+00,1.028438228663050708e-01,-2.737053388913822383e-02,1.540765337809067367e-02,2.864637949405099762e-02,-1.893016939538603727e-01
-1.499446319786720494e+00,1.028724692457991252e-01,-2.755983558309208284e-02,1.565861249996742394e-02,2.800304213247994944e-02,-1.353460264839342342e-01
-1.499430661174220525e+00,1.029004722879316019e-01,-2.769518160957601741e-02,1.591291470337806088e-02,2.741798161977121451e-02,-3.574526203591971152e-02
-1.499414748259517038e+00,1.029278902695513753e-01,-2.773092687161193837e-02,1.616731868976050215e-02,2.679149021938409536e-02,-1.318597084246816431e-01
-1.499398580940827230e+00,1.029546817597707525e-01,-2.786278658003661993e-02,1.642358265978917722e-02,2.622021052907564861e-02,-2.510163653352424917e-02
-1.499382157358167378e+00,1.029809019702998263e-01,-2.788788821657014333e-02,1.667918589575620447e-02,2.558147870932553011e-02,-1.071619568801633338e-01
-1.499365478172271615e+00,1.030064834490091452e-01,-2.799505017345030669e-02,1.694589922842151819e-02,2.533276864898686628e-02,1.259720799346011055e-01
-1.499348532273043100e+00,1.030318162176581259e-01,-2.786907809351570411e-02,1.720220222348812708e-02,2.467567364982913014e-02,6.655156269392657753e-02
-1.499331330070819535e+00,1.030564918913079581e-01,-2.780252653082177644e-02,1.745730278789403220e-02,2.401683809903885913e-02,1.481006162603767246e-02
-1.499313872768031741e+00,1.030805087294069944e-01,-2.778771646919573832e-02,1.771195252964877578e-02,2.336370824887055303e-02,-4.332990658772162967e-02
-1.499296160815501988e+00,1.031038724376558691e-01,-2.783104637578346155e-02,1.796793463541277933e-02,2.276339687207764098e-02,-1.540634859110953381e-01
-1.499278192880866500e+00,1.031266358345279410e-01,-2.798510986169455705e-02,1.822404644319007908e-02,2.215339875636116590e-02,-7.972367655012600751e-02
-1.499259968834423251e+00,1.031487892332842993e-01,-2.806483353824468230e-02,1.854671407158641969e-02,2.387036404064227582e-02,-6.773285592006109690e-01
-1.499241422120351608e+00,1.031726595973249394e-01,-2.874216209744529307e-02,1.880774831632371288e-02,2.335903697085260286e-02,-5.315199190341860502e-01
-1.499222614372035300e+00,1.031960186342957969e-01,-2.927368201647947976e-02,1.907288891215132634e-02,2.277129307585103526e-02,-4.327715838815893168e-01
-1.499203541483123070e+00,1.032187899273716430e-01,-2.970645360036107060e-02,1.934190711576427510e-02,2.214843100265477538e-02,-3.653508526956075753e-01
-1.499184199576007348e+00,1.032409383583742929e-01,-3.007180445305667957e-02,1.961456143781532477e-02,2.151401680649613068e-02,-3.126593802707533509e-01
-1.499164585014569617e+00,1.032624523751807938e-01,-3.038446383332743181e-02,1.989046077564539383e-02,2.087593619546243909e-02,-2.667685992841209441e-01
-1.499144694553794066e+00,1.032833283113762518e-01,-3.065123243261155123e-02,2.016923161255994648e-02,2.023789475396397392e-02,-2.229775605087241375e-01
-1.499124525322181434e+00,1.033035662061302096e-01,-3.087420999312027667e-02,2.045055939561003788e-02,1.960337165684631136e-02,-1.766296794728942077e-01
-1.499104074762785732e+00,1.033231695777870607e-01,-3.105083967259317235e-02,2.073431940051517416e-02,1.898129379745928935e-02,-1.179089547670441329e-01
-1.499083340443385204e+00,1.033421508715845205e-01,-3.116874862736021545e-02,2.102422922012529838e-02,1.850491066719937849e-02,3.113522403803628547e-02
-1.499062316214164969e+00,1.033606557822517175e-01,-3.113761340332217922e-02,2.130998918077134721e-02,1.786009789799193961e-02,-2.341397148624944913e-02
-1.499041006224984152e+00,1.033785158801497073e-01,-3.116102737480842821e-02,2.159614003715538966e-02,1.723700530225162619e-02,-1.046206382216163244e-01
-1.499019410084946990e+00,1.033957528854519553e-01,-3.126564801303004237e-02,2.189693188293244386e-02,1.707670261800540643e-02,1.506088492250597377e-01
-1.498997513153063954e+00,1.034128295880699655e-01,-3.111503916380498405e-02,2.218384479334419013e-02,1.644033031675596820e-02,8.368401812607921542e-02
-1.498975329308270599e+00,1.034292699183867181e-01,-3.103135514567890649e-02,2.246918390112994518e-02,1.579782700756972996e-02,3.115604653740186580e-02
-1.498952860124369568e+00,1.034450677453942896e-01,-3.100019909914150315e-02,2.275385718114534411e-02,1.515861242473431035e-02,-2.339565543124377811e-02
-1.498930106267188478e+00,1.034602263578190268e-01,-3.102359475457274612e-02,2.303891579940401876e-02,1.454104685220833360e-02,-1.045794493318002588e-01
-1.498907067351389122e+00,1.034747674046712362e-01,-3.112817420390454753e-02,2.333859561958628870e-02,1.438768634740646146e-02,1.514420100234667999e-01
-1.498883728755769473e+00,1.034891550910186364e-01,-3.097673219388108121e-02,2.362442627591197775e-02,1.375709817834741035e-02,8.418596116048339406e-02
-1.498860104329493570e+00,1.035029121891969800e-01,-3.089254623272059616e-02,2.390866918931813107e-02,1.312017653804317154e-02,3.160976053004155989e-02
-1.498836195660304238e+00,1.035160323657350195e-01,-3.086093647219055602e-02,2.419223840732603187e-02,1.248646787038081192e-02,-2.286712707606945033e-02
-1.498812003421897021e+00,1.035285188336054069e-01,-3.088380359926662377e-02,2.447616980439665246e-02,1.187389624701446107e-02,-1.034988366372089907e-01
-1.498787527252092522e+00,1.035403927298524235e-01,-3.098730243590383168e-02,2.477652674711111960e-02,1.178619101744369027e-02,1.688162585172737762e-01
-1.498762750725345372e+00,1.035521789208698612e-01,-3.081848617738655940e-02,2.506139771181972731e-02,1.116639983068819231e-02,9.404501102861699546e-02
-1.498737689327633626e+00,1.035633453207005505e-01,-3.072444116635794295e-02,2.534436400132176678e-02,1.053519910869026716e-02,4.049517504187631622e-02
-1.498712344963632370e+00,1.035738805198092444e-01,-3.068394599131606809e-02,2.562652922768365524e-02,9.906047413625104076e-03,-1.269309841171034625e-02
-1.498686718434404597e+00,1.035837865672228630e-01,-3.069663908972777855e-02,2.590876235421649479e-02,9.291231972432940217e-03,-8.452628345878605842e-02
-1.498660809672050398e+00,1.035930777991952989e-01,-3.078116537318656420e-02,2.699597302670364574e-02,3.488801252938494857e-02,-1.840164375231874372e+00
-1.498633813699023598e+00,1.036279658117246899e-01,-3.262132974841843586e-02,2.728258664198454989e-02,3.438640244421122677e-02,-1.664652701299489834e+00
-1.498606531112381512e+00,1.036623522141689041e-01,-3.428598244971792219e-02,2.758631576775760069e-02,3.388385197403142451e-02,-1.492376107969486165e+00
-1.498578944796613799e+00,1.036962360661429355e-01,-3.577835855768740636e-02,2.790559917368257495e-02,3.338256254293719277e-02,-1.322065160793404637e+00
-1.498551039197440149e+00,1.037296186286858768e-01,-3.710042371848081000e-02,2.823895464912009809e-02,3.288582438487445969e-02,-1.151971835658624599e+00
-1.498522800242791053e+00,1.037625044530707530e-01,-3.825239555413943726e-02,2.858493495708538251e-02,3.239705358367182125e-02,-9.803725158246187066e-01
-1.498494215307833999e+00,1.037949015066544217e-01,-3.923276806996405658e-02,2.894198315809543356e-02,3.191650940188972552e-02,-8.070615667883770383e-01
-1.498465273324675939e+00,1.038268180160563103e-01,-4.003982963675243451e-02,2.930785461140050091e-02,3.142738412859977237e-02,-6.393132256831917104e-01
-1.498435965470064524e+00,1.038582454001849148e-01,-4.067914286243562438e-02,2.967882059464227104e-02,3.087735657807990156e-02,-5.028119577103596916e-01
-1.498406286649469843e+00,1.038891227567629999e-01,-4.118195482014598563e-02,3.005286718430473167e-02,3.025733004869657350e-02,-4.126039615075319800e-01
-1.498376233782285460e+00,1.039193800868117024e-01,-4.159455878165351644e-02,3.043040405331434370e-02,2.960967841729814781e-02,-3.492404651353032685e-01
-1.498345803378232199e+00,1.039489897652289968e-01,-4.194379924678882238e-02,3.081135033630795494e-02,2.895295654191103532e-02,-2.984275687374966513e-01
-1.498314992027895975e+00,1.039779427217709107e-01,-4.224222681552632086e-02,3.119538767388913003e-02,2.829358447799844301e-02,-2.532707406427817665e-01
-1.498283796640222043e+00,1.040062363062489031e-01,-4.249549755616910396e-02,3.158219157800562504e-02,2.763494401048997157e-02,-2.093044748480402117e-01
-1.498252214448644093e+00,1.040338712502593965e-01,-4.270480203101714722e-02,3.197151310577769218e-02,2.698090564379916623e-02,-1.614185711326035499e-01
-1.498220242935538238e+00,1.040608521559032024e-01,-4.286622060214975022e-02,3.236350045304187129e-02,2.634432433520995931e-02,-9.647601798947670615e-02
-1.498187879435085135e+00,1.040871964802384114e-01,-4.296269662013922630e-02,3.278936784376843688e-02,2.646303993422891715e-02,2.294376019239856568e-01
-1.498155090067241346e+00,1.041136595201726384e-01,-4.273325901821523748e-02,3.318518310520584408e-02,2.586036935095047465e-02,1.110276368753289056e-01
-1.498121904884136102e+00,1.041395198895235935e-01,-4.262223138133990757e-02,3.357624484816167793e-02,2.519602497306955985e-02,5.520916945213864835e-02
-1.498088328639287869e+00,1.041647159144966639e-01,-4.256702221188776725e-02,3.396631361988986658e-02,2.453225039905648427e-02,2.598419051814453151e-03
-1.498054362325667910e+00,1.041892481648957203e-01,-4.256442379283595367e-02,3.435632033796116175e-02,2.387889588707265559e-02,-6.288742202281039084e-02
