Wall time,Step,Value
1630477291.9940948,28904,0.001710641197860241
1630477649.7003086,29186,0.0017430400475859642
1630478007.9893115,29468,0.0015470118960365653
1630478366.5377107,29750,0.00154325389303267
1630478735.079022,30032,0.00200457451865077
1630479094.3573778,30314,0.0024098148569464684
1630479451.1842964,30596,0.002323826542124152
1630479807.9036582,30878,0.002259675180539489
1630480166.3895626,31160,0.0022481835912913084
1630480524.4889548,31442,0.0021919612772762775
1630480887.9221933,31724,0.002138362266123295
1630481245.309137,32006,0.0021182356867939234
1630481602.8254051,32288,0.0020583621226251125
1630481959.8061662,32570,0.001703790738247335
1630482328.8941789,32852,0.0016046030214056373
1630482687.7124724,33134,0.001770885195583105
1630483046.5621197,33416,0.001485037850216031
1630483404.927138,33698,0.0017949588363990188
1630483763.1070151,33980,0.0016877625603228807
1630484119.4054508,34262,0.0016918370965868235
1630484477.8623695,34544,0.0014963113935664296
1630484837.0396178,34826,0.0016082660295069218
1630485200.0447526,35108,0.0015833040233701468
1630485562.9460835,35390,0.0015791747719049454
1630485939.578658,35672,0.0037527717649936676
1630486310.4119773,35954,0.0022624628618359566
1630486683.6657825,36236,0.0017181870061904192
1630487055.9911592,36518,0.0023852637968957424
1630487424.72504,36800,0.0025434698909521103
1630487797.071664,37082,0.00162033224478364
1630488174.218603,37364,0.003064428223297
1630488551.4841044,37646,0.0018069176003336906
1630488926.4729502,37928,0.002966567873954773
1630489301.7879658,38210,0.001759293139912188
1630489687.066843,38492,0.0014941131230443716
1630490061.3190517,38774,0.0015845673624426126
1630490433.4640803,39056,0.0012469623470678926
1630490809.7323143,39338,0.0014804727397859097
1630491181.2605703,39620,0.0012807156890630722
1630491550.602799,39902,0.0013088241685181856
1630491919.1456172,40184,0.0012773675844073296
1630492284.580529,40466,0.0014638968277722597
1630492643.5282342,40748,0.0014289822429418564
1630493002.2583573,41030,0.0013932622969150543
1630493370.27192,41312,0.001119488151744008
1630493731.6061745,41594,0.001249188557267189
1630494091.480689,41876,0.0011986366007477045
1630494451.8658183,42158,0.0012777263764292002
1630494812.310403,42440,0.0010422547347843647
1630495172.4026468,42722,0.0011058914242312312
1630495532.873399,43004,0.001218039309605956
1630495893.8497286,43286,0.000992695102468133
1630496256.526134,43568,0.0011731648119166493
1630496617.5093656,43850,0.0009584220824763179
1630496987.9477055,44132,0.0019473807187750936
1630497352.2090218,44414,0.0017509735189378262
1630497715.8657486,44696,0.001698223641142249
1630498080.2311313,44978,0.0015217064647004008
1630498445.6729193,45260,0.001285085454583168
1630498811.2222998,45542,0.0015248386189341545
1630499177.8431091,45824,0.0014587151817977428
1630499544.8451233,46106,0.0016146927373483777
1630499912.7901676,46388,0.0012178502511233091
1630500279.6099827,46670,0.001346206059679389
1630500655.5011806,46952,0.002763699507340789
1630501021.6205175,47234,0.0029554308857768774
1630501380.7996233,47516,0.0020450896117836237
1630501740.3463266,47798,0.0022785647306591272
1630502101.1456742,48080,0.0031019903253763914
1630502460.5630977,48362,0.0030411987099796534
1630502821.151512,48644,0.002638141391798854
1630503181.2217429,48926,0.002895628334954381
1630503541.7617254,49208,0.0028619326185435057
